# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1364       1.050382386399e-10       1.771512709490e-12      -5.155220132489e-12       2.057797895284e-14       4.358438806770e-15       8.566961909713e-16      -5.385725863798e-17 
 1365       1.049817113489e-10       1.758814769714e-12      -5.084321870046e-12       2.057201635006e-14       4.345886918773e-15       8.552793581044e-16      -5.267821357707e-17 
 1366       1.049193895833e-10       1.746432153053e-12      -5.012869178505e-12       2.056592781473e-14       4.333378206028e-15       8.537346940766e-16      -5.149815083519e-17 
 1367       1.048512917863e-10       1.734365679104e-12      -4.940889274512e-12       2.055971201353e-14       4.320912541255e-15       8.520636976893e-16      -5.031721634962e-17 
 1368       1.047774366151e-10       1.722616165639e-12      -4.868409541831e-12       2.055336760688e-14       4.308489794974e-15       8.502678788968e-16      -4.913555688504e-17 
 1369       1.046978429411e-10       1.711184428604e-12      -4.795457531656e-12       2.054689324885e-14       4.296109835501e-15       8.483487588279e-16      -4.795332003503e-17 
 1370       1.046125298508e-10       1.700071282106e-12      -4.722060962916e-12       2.054028758717e-14       4.283772528939e-15       8.463078698080e-16      -4.677065422355e-17 
 1371       1.045215166456e-10       1.689277538408e-12      -4.648247722590e-12       2.053354926326e-14       4.271477739176e-15       8.441467553806e-16      -4.558770870643e-17 
 1372       1.044248228428e-10       1.678804007919e-12      -4.574045866008e-12       2.052667691215e-14       4.259225327880e-15       8.418669703294e-16      -4.440463357280e-17 
 1373       1.043224681757e-10       1.668651499190e-12      -4.499483617169e-12       2.051966916254e-14       4.247015154492e-15       8.394700807000e-16      -4.322157974665e-17 
 1374       1.042144725944e-10       1.658820818906e-12      -4.424589369045e-12       2.051252463672e-14       4.234847076221e-15       8.369576638215e-16      -4.203869898825e-17 
 1375       1.041008562660e-10       1.649312771874e-12      -4.349391683892e-12       2.050524195062e-14       4.222720948043e-15       8.343313083286e-16      -4.085614389566e-17 
 1376       1.039816395750e-10       1.640128161021e-12      -4.273919293558e-12       2.049781971376e-14       4.210636622688e-15       8.315926141831e-16      -3.967406790619e-17 
 1377       1.038568431240e-10       1.631267787384e-12      -4.198201099794e-12       2.049025652924e-14       4.198593950642e-15       8.287431926961e-16      -3.849262529792e-17 
 1378       1.037264877340e-10       1.622732450101e-12      -4.122266174564e-12       2.048255099377e-14       4.186592780141e-15       8.257846665493e-16      -3.731197119113e-17 
 1379       1.035905944448e-10       1.614522946407e-12      -4.046143760350e-12       2.047470169760e-14       4.174632957160e-15       8.227186698173e-16      -3.613226154984e-17 
 1380       1.034491845157e-10       1.606640071624e-12      -3.969863270466e-12       2.046670722455e-14       4.162714325416e-15       8.195468479890e-16      -3.495365318323e-17 
 1381       1.033022794255e-10       1.599084619153e-12      -3.893454289364e-12       2.045856615198e-14       4.150836726357e-15       8.162708579897e-16      -3.377630374716e-17 
 1382       1.031499008734e-10       1.591857380468e-12      -3.816946572947e-12       2.045027705081e-14       4.138999999159e-15       8.128923682028e-16      -3.260037174566e-17 
 1383       1.029920707795e-10       1.584959145108e-12      -3.740370048874e-12       2.044183848545e-14       4.127203980720e-15       8.094130584913e-16      -3.142601653236e-17 
 1384       1.028288112845e-10       1.578390700671e-12      -3.663754816871e-12       2.043324901384e-14       4.115448505658e-15       8.058346202202e-16      -3.025339831205e-17 
 1385       1.026601447513e-10       1.572152832801e-12      -3.587131149043e-12       2.042450718743e-14       4.103733406300e-15       8.021587562779e-16      -2.908267814207e-17 
 1386       1.024860937644e-10       1.566246325189e-12      -3.510529490177e-12       2.041561155115e-14       4.092058512684e-15       7.983871810980e-16      -2.791401793388e-17 
 1387       1.023066811309e-10       1.560671959557e-12      -3.433980458059e-12       2.040656064341e-14       4.080423652548e-15       7.945216206812e-16      -2.674758045446e-17 
 1388       1.021219298811e-10       1.555430515656e-12      -3.357514843776e-12       2.039735299611e-14       4.068828651326e-15       7.905638126170e-16      -2.558352932787e-17 
 1389       1.019318632683e-10       1.550522771256e-12      -3.281163612031e-12       2.038798713457e-14       4.057273332147e-15       7.865155061059e-16      -2.442202903666e-17 
 1390       1.017365047700e-10       1.545949502140e-12      -3.204957901449e-12       2.037846157760e-14       4.045757515825e-15       7.823784619806e-16      -2.326324492340e-17 
 1391       1.015358780879e-10       1.541711482094e-12      -3.128929024888e-12       2.036877483741e-14       4.034281020855e-15       7.781544527281e-16      -2.210734319216e-17 
 1392       1.013300071483e-10       1.537809482904e-12      -3.053108469746e-12       2.035892541967e-14       4.022843663411e-15       7.738452625117e-16      -2.095449090994e-17 
 1393       1.011189161030e-10       1.534244274343e-12      -2.977527898273e-12       2.034891182343e-14       4.011445257336e-15       7.694526871923e-16      -1.980485600822e-17 
 1394       1.009026293293e-10       1.531016624166e-12      -2.902219147878e-12       2.033873254117e-14       4.000085614140e-15       7.649785343508e-16      -1.865860728440e-17 
 1395       1.006811714306e-10       1.528127298105e-12      -2.827214231442e-12       2.032838605875e-14       3.988764542995e-15       7.604246233094e-16      -1.751591440328e-17 
 1396       1.004545672370e-10       1.525577059855e-12      -2.752545337621e-12       2.031787085541e-14       3.977481850728e-15       7.557927851535e-16      -1.637694789857e-17 
 1397       1.002228418054e-10       1.523366671074e-12      -2.678244831161e-12       2.030718540377e-14       3.966237341818e-15       7.510848627540e-16      -1.524187917435e-17 
 1398       9.998602042049e-11       1.521496891371e-12      -2.604345253205e-12       2.029632816980e-14       3.955030818390e-15       7.463027107883e-16      -1.411088050653e-17 
 1399       9.974412859469e-11       1.519968478297e-12      -2.530879321603e-12       2.028529761281e-14       3.943862080207e-15       7.414481957627e-16      -1.298412504441e-17 
 1400       9.949719206885e-11       1.518782187343e-12      -2.457879931219e-12       2.027409218547e-14       3.932730924672e-15       7.365231960339e-16      -1.186178681205e-17 
 1401       9.924523681268e-11       1.517938771928e-12      -2.385380154243e-12       2.026271033376e-14       3.921637146814e-15       7.315296018310e-16      -1.074404070985e-17 
 1402       9.898829794178e-11       1.517438189474e-12      -2.313410343032e-12       2.025115094458e-14       3.910580557335e-15       7.264697492440e-16      -9.631045059424e-18 
 1403       9.872644656969e-11       1.517277210586e-12      -2.241989404939e-12       2.023941469359e-14       3.899561036940e-15       7.213477270981e-16      -8.522889036217e-18 
 1404       9.845976323684e-11       1.517451784921e-12      -2.171133437092e-12       2.022750271141e-14       3.888578482558e-15       7.161680837548e-16      -7.419644691540e-18 
 1405       9.818832902037e-11       1.517957832783e-12      -2.100858615729e-12       2.021541613731e-14       3.877632789352e-15       7.109353944293e-16      -6.321384359781e-18 
 1406       9.791222553509e-11       1.518791245074e-12      -2.031181196339e-12       2.020315611920e-14       3.866723850705e-15       7.056542612397e-16      -5.228180658821e-18 
 1407       9.763153493448e-11       1.519947883232e-12      -1.962117513789e-12       2.019072381369e-14       3.855851558226e-15       7.003293132547e-16      -4.140106490452e-18 
 1408       9.734633991175e-11       1.521423579176e-12      -1.893683982458e-12       2.017812038607e-14       3.845015801738e-15       6.949652065420e-16      -3.057235040794e-18 
 1409       9.705672370073e-11       1.523214135254e-12      -1.825897096371e-12       2.016534701034e-14       3.834216469278e-15       6.895666242167e-16      -1.979639780710e-18 
 1410       9.676277007696e-11       1.525315324183e-12      -1.758773429328e-12       2.015240486922e-14       3.823453447093e-15       6.841382764895e-16      -9.073944662244e-19 
 1411       9.646456335866e-11       1.527722888994e-12      -1.692329635041e-12       2.013929515420e-14       3.812726619634e-15       6.786849007150e-16       1.594268610642e-19 
 1412       9.616218840768e-11       1.530432542976e-12      -1.626582447263e-12       2.012601906548e-14       3.802035869553e-15       6.732112614397e-16       1.220749873562e-18 
 1413       9.585573063058e-11       1.533439969621e-12      -1.561548679922e-12       2.011257781208e-14       3.791381077700e-15       6.677221504510e-16       2.276499957268e-18 
 1414       9.554527597955e-11       1.536740822567e-12      -1.497245227253e-12       2.009897261179e-14       3.780762123119e-15       6.622223868245e-16       3.326602211352e-18 
 1415       9.523091095347e-11       1.540330725543e-12      -1.433689063933e-12       2.008520469120e-14       3.770178883039e-15       6.567168169731e-16       4.370981447744e-18 
 1416       9.491272259884e-11       1.544205272311e-12      -1.370897245207e-12       2.007127528575e-14       3.759631232879e-15       6.512103146948e-16       5.409562190714e-18 
 1417       9.459079851085e-11       1.548360026614e-12      -1.308886907030e-12       2.005718563969e-14       3.749119046236e-15       6.457077812213e-16       6.442268676457e-18 
 1418       9.426522683432e-11       1.552790522114e-12      -1.247675266189e-12       2.004293700613e-14       3.738642194884e-15       6.402141452659e-16       7.469024852676e-18 
 1419       9.393609626473e-11       1.557492262342e-12      -1.187279620446e-12       2.002853064708e-14       3.728200548771e-15       6.347343630721e-16       8.489754378167e-18 
 1420       9.360349604919e-11       1.562460720640e-12      -1.127717348662e-12       2.001396783341e-14       3.717793976013e-15       6.292734184618e-16       9.504380622398e-18 
 1421       9.326751598747e-11       1.567691340102e-12      -1.069005910935e-12       1.999924984490e-14       3.707422342892e-15       6.238363228835e-16       1.051282666510e-17 
 1422       9.292824643296e-11       1.573179533522e-12      -1.011162848728e-12       1.998437797026e-14       3.697085513851e-15       6.184281154604e-16       1.151501529584e-17 
 1423       9.258577829372e-11       1.578920683337e-12      -9.542057850056e-13       1.996935350713e-14       3.686783351487e-15       6.130538630394e-16       1.251086901363e-17 
 1424       9.224020303339e-11       1.584910141570e-12      -8.981524243657e-13       1.995417776210e-14       3.676515716553e-15       6.077186602382e-16       1.350031002645e-17 
 1425       9.189161267229e-11       1.591143229775e-12      -8.430205531698e-13       1.993885205074e-14       3.666282467949e-15       6.024276294949e-16       1.448326025092e-17 
 1426       9.154009978834e-11       1.597615238982e-12      -7.888280396773e-13       1.992337769759e-14       3.656083462722e-15       5.971859211152e-16       1.545964131182e-17 
 1427       9.118575751809e-11       1.604321429636e-12      -7.355928341776e-13       1.990775603621e-14       3.645918556056e-15       5.919987133212e-16       1.642937454167e-17 
 1428       9.082867955772e-11       1.611257031548e-12      -6.833329691230e-13       1.989198840918e-14       3.635787601275e-15       5.868712122996e-16       1.739238098036e-17 
 1429       9.046896016401e-11       1.618417243836e-12      -6.320665592604e-13       1.987607616809e-14       3.625690449834e-15       5.818086522500e-16       1.834858137469e-17 
 1430       9.010669415536e-11       1.625797234866e-12      -5.818118017646e-13       1.986002067361e-14       3.615626951318e-15       5.768162954330e-16       1.929789617798e-17 
 1431       8.974197691280e-11       1.633392142202e-12      -5.325869763705e-13       1.984382329545e-14       3.605596953435e-15       5.718994322186e-16       2.024024554965e-17 
 1432       8.937490438095e-11       1.641197072545e-12      -4.844104455056e-13       1.982748541243e-14       3.595600302014e-15       5.670633811347e-16       2.117554935478e-17 
 1433       8.900557306904e-11       1.649207101678e-12      -4.373006544226e-13       1.981100841246e-14       3.585636841002e-15       5.623134889149e-16       2.210372716372e-17 
 1434       8.863408005190e-11       1.657417274414e-12      -3.912761313318e-13       1.979439369255e-14       3.575706412457e-15       5.576551305472e-16       2.302469825168e-17 
